Date,Separation,Is Eclipse
1950-01-01,27.184861111111104,False
1950-01-02,15.992027777777764,False
1950-01-03,5.7310277777777685,False
1950-01-04,4.130666666666656,False
1950-01-05,8.704027777777782,False
1950-01-06,20.09655555555554,False
1950-01-07,32.414500000000004,False
1950-01-08,45.07219444444445,False
1950-01-09,57.68069444444444,False
1950-01-10,70.45366666666666,False
1950-01-11,83.38252777777778,False
1950-01-12,96.42227777777778,False
1950-01-13,109.55683333333333,False
1950-01-14,122.75372222222222,False
1950-01-15,135.93269444444445,False
1950-01-16,148.79097222222222,False
1950-01-17,161.4278888888889,False
1950-01-18,170.1956111111111,False
1950-01-19,158.8388888888889,False
1950-01-20,147.2473888888889,False
1950-01-21,135.68402777777777,False
1950-01-22,124.39375,False
1950-01-23,113.35258333333333,False
1950-01-24,102.49044444444445,False
1950-01-25,91.72277777777778,False
1950-01-26,80.97422222222222,False
1950-01-27,70.16052777777779,False
1950-01-28,59.15008333333334,False
1950-01-29,47.76083333333335,False
1950-01-30,36.12286111111109,False
1950-01-31,24.248611111111103,False
1950-02-01,12.228972222222211,False
1950-02-02,3.291833333333358,False
1950-02-03,3.367833333333323,False
1950-02-04,13.303583333333336,False
1950-02-05,26.228833333333313,False
1950-02-06,39.46100000000001,False
1950-02-07,52.664833333333334,False
1950-02-08,65.84283333333333,False
1950-02-09,78.96183333333333,False
1950-02-10,92.01547222222221,False
1950-02-11,104.98941666666667,False
1950-02-12,117.86466666666666,False
1950-02-13,130.61988888888888,False
1950-02-14,143.1074722222222,False
1950-02-15,155.27377777777778,False
1950-02-16,167.0553888888889,False
1950-02-17,167.25644444444444,False
1950-02-18,156.14605555555556,False
1950-02-19,144.97527777777776,False
1950-02-20,133.9141111111111,False
1950-02-21,123.00366666666667,False
1950-02-22,112.15622222222223,False
1950-02-23,101.33422222222222,False
1950-02-24,90.45875,False
1950-02-25,79.44644444444445,False
1950-02-26,68.21533333333333,False
1950-02-27,56.63241666666667,False
1950-02-28,44.52127777777778,False
1950-03-01,32.033583333333354,False
1950-03-02,19.121555555555545,False
1950-03-03,6.033500000000004,False
1950-03-04,1.245916666666659,False
1950-03-05,6.7660277777777935,False
1950-03-06,20.398972222222227,False
1950-03-07,34.231444444444435,False
1950-03-08,47.954722222222216,False
1950-03-09,61.39833333333334,False
1950-03-10,74.61744444444444,False
1950-03-11,87.6123611111111,False
1950-03-12,100.37194444444445,False
1950-03-13,112.90197222222223,False
1950-03-14,125.21658333333333,False
1950-03-15,137.28877777777777,False
1950-03-16,148.9503611111111,False
1950-03-17,160.4431111111111,False
1950-03-18,171.76019444444444,False
1950-03-19,164.63672222222223,False
1950-03-20,153.74666666666667,False
1950-03-21,142.81725,False
1950-03-22,131.92677777777777,False
1950-03-23,121.02694444444444,False
1950-03-24,110.08436111111111,False
1950-03-25,99.02616666666667,False
1950-03-26,87.7738611111111,False
1950-03-27,76.24847222222222,False
1950-03-28,64.37766666666667,False
1950-03-29,51.93652777777777,False
1950-03-30,38.928277777777794,False
1950-03-31,25.505472222222238,False
1950-04-01,11.749500000000012,False
1950-04-02,0.05838888888888505,True
1950-04-03,0.9648888888888791,False
1950-04-04,15.165888888888873,False
1950-04-05,29.40802777777776,False
1950-04-06,43.4193888888889,False
1950-04-07,56.91730555555556,False
1950-04-08,70.09152777777777,False
1950-04-09,82.91563888888889,False
1950-04-10,95.39647222222223,False
1950-04-11,107.56330555555556,False
1950-04-12,119.45716666666667,False
